gender;d_age;attractive_o;sinsere_o;intelligence_o;funny_o;ambitous_o;attractive_partner;sincere_partner;intelligence_partner;funny_partner;ambition_partner;exercise;clubbing;tv;shopping;interests_correlate;like;match
1;1;8;7;7;6;6;5;3;6;7;10;5;9;1;1;16;7;1
1;1;8;6;8;6;7;2;8;9;7;6;1;3;5;10;15;7;1
1;4;8;8;8;7;8;8;10;10;10;10;7;7;7;6;14;7;1
0;9;7;9;9;8;9;6;8;6;7;7;6;4;3;6;14;7;1
1;1;8;8;8;8;7;7;7;9;8;9;7;6;7;5;14;7;1
0;5;9;8;7;8;5;7;7;7;8;7;8;8;3;3;14;7;1
0;2;8;10;8;9;8;5;10;9;9;9;5;8;1;1;14;7;1
0;2;8;9;9;9;9;7;7;7;7;7;8;7;6;4;13;7;1
1;6;3;7;6;5;5;5;5;8;8;5;4;5;9;10;12;7;1
1;6;8;6;6;6;8;8;10;10;9;10;9;8;8;9;12;7;1
0;0;8;6;7;8;2;6;8;8;7;9;8;8;7;6;12;7;1
1;1;8;8;8;8;8;7;7;8;7;7;5;5;7;6;12;7;1
0;6;8;10;10;9;10;8;6;6;6;8;5;5;6;4;12;7;1
0;3;6;6;6;6;6;7;8;8;8;6;5;5;1;2;12;7;1
0;2;8;9;9;9;10;7;8;8;8;8;4;9;9;8;11;7;1
1;3;10;10;10;10;10;7;9;9;8;8;8;6;3;5;11;7;1
1;10;7;9;9;8;7;8;8;8;8;8;8;5;7;9;8;7;1
0;2;8;5;5;7;7;6;8;6;8;10;8;8;7;6;8;7;1
0;6;6;8;7;4;7;8;8;6;7;6;3;6;7;6;8;7;1
0;2;9;8;8;7;7;8;8;8;8;7;7;9;6;6;8;7;1
0;2;8;8;8;8;7;6;9;8;8;8;8;6;5;5;8;7;1
0;10;8;8;8;8;8;7;9;9;8;7;1;8;2;5;8;7;1
1;1;7;8;8;4;5;7;9;8;8;6;6;9;1;4;8;7;1
0;1;7;9;8;8;6;7;8;8;4;5;5;1;2;1;8;7;1
0;5;8;10;10;10;10;9;6;8;7;10;2;5;9;7;7;7;1
1;6;8;8;7;7;7;6;8;8;7;7;10;5;8;7;6;7;1
1;0;7;9;8;8;7;7;10;10;6;8;7;7;7;6;6;7;1
1;4;9;10;8;6;8;7;9;9;7;9;8;9;4;6;6;7;1
1;2;7;8;7;7;4;6;6;6;6;6;2;7;4;3;6;7;1
0;2;6;6;6;6;6;7;8;7;7;4;4;5;3;2;6;7;1
0;2;9;9;10;8;7;6;8;9;7;7;9;9;5;8;5;7;1
0;2;8;9;8;8;6;7;9;9;8;8;9;1;5;8;5;7;1
1;9;5;6;8;7;7;6;7;7;7;7;5;6;7;7;5;7;1
0;4;7;8;7;6;5;8;7;7;6;7;4;1;7;6;5;7;1
1;7;8;7;7;8;6;9;3;10;9;10;8;7;6;6;5;7;1
1;4;8;7;7;6;7;7;8;7;6;5;5;4;5;6;5;7;1
1;2;9;7;6;9;9;7;9;9;6;10;10;9;1;6;5;7;1
1;2;9;8;8;9;8;7;8;7;7;5;6;6;5;5;5;7;1
0;2;7;8;7;7;5;9;8;8;9;8;8;9;2;3;5;7;1
0;2;7;9;9;6;10;9;7;6;9;9;3;9;1;2;5;7;1
1;2;6;8;9;7;8;7;7;7;7;7;6;9;8;10;4;7;1
1;4;7;8;6;8;6;7;6;6;8;7;3;7;1;10;4;7;1
0;2;4;7;6;6;5;8;9;9;7;9;8;4;5;7;4;7;1
0;3;8;8;9;10;9;6;9;9;10;8;2;8;7;6;4;7;1
0;2;7;7;7;7;7;6;8;9;7;8;7;9;6;6;4;7;1
1;1;10;8;10;8;8;7;10;8;10;6;10;8;6;6;4;7;1
1;2;7;10;8;6;8;6;7;7;5;6;6;1;6;4;4;7;1
1;0;8;8;8;7;6;6;7;7;7;6;5;9;4;9;3;7;1
0;0;6;7;7;7;6;8;8;8;7;6;6;8;8;6;3;7;1
1;4;8;7;8;7;6;7;8;9;9;8;8;9;4;6;3;7;1
0;5;9;9;9;8;8;7;7;8;8;5;9;8;4;6;3;7;1
1;2;5;5;5;5;5;7;7;7;5;5;8;2;1;6;3;7;1
0;2;7;9;8;9;7;7;8;7;7;6;4;8;6;5;3;7;1
0;4;7;8;9;9;8;8;7;8;7;6;6;7;6;5;3;7;1
1;1;6;7;8;7;6;4;8;8;7;8;3;8;2;4;3;7;1
1;4;8;7;8;8;7;8;7;8;7;8;8;9;8;8;2;7;1
1;1;8;7;7;5;5;6;7;7;7;7;6;8;8;7;2;7;1
1;3;7;8;8;9;9;6;8;9;9;9;7;8;7;7;2;7;1
0;3;6;8;9;9;9;7;8;8;9;9;8;8;6;7;2;7;1
1;7;7;8;7;8;7;6;10;9;8;6;10;7;9;5;2;7;1
0;0;9;8;8;9;8;7;7;8;8;6;7;7;6;4;2;7;1
0;5;8;9;9;9;9;7;8;9;8;7;5;6;5;4;2;7;1
0;1;6;7;7;7;7;8;7;7;5;5;7;6;2;3;2;7;1
1;2;9;9;8;8;7;5;8;9;7;9;10;7;6;8;1;7;1
1;9;5;5;5;4;4;6;8;8;6;7;5;6;7;7;1;7;1
0;1;8;7;7;7;7;6;7;7;6;5;8;9;4;6;1;7;1
1;6;8;8;7;7;7;7;8;7;8;7;10;6;4;6;1;7;1
1;2;8;8;8;8;8;7;9;9;8;6;7;1;3;6;1;7;1
0;1;7;10;10;6;3;6;10;9;8;8;8;6;1;2;1;7;1
1;1;8;10;9;8;8;9;8;8;7;8;3;5;1;2;1;7;1
0;6;7;8;7;8;7;8;8;7;7;7;7;3;5;1;1;7;1
0;1;9;6;10;7;9;6;5;9;4;6;8;2;4;1;1;7;1
1;2;10;9;9;9;10;8;8;7;7;9;10;7;9;5;0;7;1
1;7;7;8;7;6;6;6;7;7;6;7;3;7;9;10;-1;7;1
1;7;8;7;7;8;2;9;7;8;6;7;5;9;8;9;-1;7;1
1;8;8;7;6;7;6;7;8;9;9;8;9;8;8;9;-1;7;1
1;0;8;8;8;8;8;7;7;7;7;5;10;6;7;9;-1;7;1
0;3;7;8;8;9;9;7;8;7;7;7;9;6;5;9;-1;7;1
1;4;8;8;7;6;7;7;8;8;7;8;6;7;6;7;-1;7;1
0;3;7;8;9;7;8;8;6;7;6;7;3;6;7;6;-1;7;1
0;7;6;7;7;6;7;7;8;7;6;6;3;6;7;6;-1;7;1
0;8;7;8;9;9;8;8;7;6;7;6;6;6;6;5;-1;7;1
0;8;9;10;8;9;7;8;6;7;8;7;3;8;1;5;-1;7;1
0;2;5;10;8;8;5;7;9;8;9;7;9;9;6;2;-1;7;1
0;1;9;8;8;8;8;8;7;8;6;6;7;7;2;7;-2;7;1
0;7;5;3;5;5;2;9;9;9;5;8;4;1;6;4;-2;7;1
0;2;10;8;9;10;10;6;10;10;8;7;8;9;4;1;-2;7;1
1;8;6;8;8;8;8;4;10;10;10;7;10;1;10;10;-3;7;1
0;2;6;7;7;7;7;8;8;8;8;8;8;8;10;8;-3;7;1
1;2;8;8;8;8;8;6;7;7;7;7;8;9;8;8;-3;7;1
0;9;8;10;10;10;9;6;8;9;8;9;5;1;7;2;-3;7;1
0;4;10;9;8;8;7;8;8;8;8;6;8;1;4;10;-4;7;1
1;1;8;7;8;10;8;9;9;9;9;7;5;9;4;9;-4;7;1
0;3;9;7;8;9;8;8;8;8;8;8;3;10;6;6;-4;7;1
1;2;6;7;7;7;7;6;9;10;9;8;9;8;1;5;-5;7;1
1;2;6;3;5;4;5;8;8;8;8;7;7;4;7;10;-6;7;1
0;7;7;7;7;7;6;7;7;6;8;6;8;1;4;10;-6;7;1
1;1;10;8;9;10;9;6;6;7;9;8;5;9;4;9;-6;7;1
1;4;6;6;6;6;5;8;8;9;9;9;8;5;6;6;-6;7;1
1;10;6;9;8;7;8;6;8;10;8;6;1;8;6;5;-6;7;1
0;3;7;8;8;8;8;8;8;8;8;7;6;7;6;5;-6;7;1
0;3;8;8;7;5;5;7;7;7;7;7;10;8;5;5;-6;7;1
0;10;6;8;10;8;6;6;9;8;7;8;7;7;3;4;-6;7;1
1;3;8;8;8;8;7;7;8;8;8;8;1;6;7;2;-6;7;1
0;4;5;6;5;5;5;5;8;7;7;6;3;9;10;10;-7;7;1
1;2;8;7;8;7;8;8;7;7;7;7;9;3;4;4;-7;7;1
1;4;5;8;7;7;6;5;6;5;5;5;5;8;5;3;-7;7;1
0;7;7;7;7;7;7;8;8;8;8;8;8;5;3;3;-7;7;1
1;7;8;8;8;8;8;7;7;7;7;7;1;6;7;2;-7;7;1
0;3;5;9;10;8;10;6;8;7;7;8;7;8;4;6;-8;7;1
0;0;7;9;9;10;9;8;7;7;6;7;6;7;6;5;-8;7;1
1;1;6;4;7;5;6;7;7;7;6;6;5;6;6;9;-9;7;1
1;2;9;8;7;9;9;7;7;8;8;8;8;8;7;8;-9;7;1
0;2;8;9;9;8;9;7;7;7;8;8;7;5;7;8;-9;7;1
1;1;7;3;7;10;7;8;5;9;9;10;8;8;2;8;-9;7;1
0;1;8;5;9;9;10;7;3;7;10;7;8;6;7;5;-9;7;1
0;2;7;7;8;8;8;9;8;7;9;9;10;3;6;4;-9;7;1
0;0;6;10;9;8;7;7;9;9;8;8;7;3;3;2;-9;7;1
0;1;10;10;10;10;10;7;7;5;7;7;9;6;5;9;-11;7;1
0;3;8;8;8;8;8;6;8;7;5;6;7;3;5;1;-11;7;1
1;4;6;8;8;8;7;7;7;6;7;5;6;5;8;9;-13;7;1
0;7;7;5;7;8;7;5;9;9;9;9;10;9;1;7;-13;7;1
0;4;7;7;6;7;5;6;8;8;8;7;1;3;6;2;-13;7;1
1;0;5;7;7;4;7;7;9;7;7;6;3;4;6;5;-14;7;1
0;2;10;8;8;8;9;7;7;7;7;7;2;4;4;2;-14;7;1
1;0;5;10;10;10;10;5;9;9;7;7;7;8;7;7;-15;7;1
1;4;10;10;10;10;10;6;10;10;10;6;9;7;5;7;-15;7;1
0;8;10;8;9;9;7;7;8;8;8;6;8;1;4;10;-16;7;1
0;1;1;7;9;2;9;6;10;8;9;8;7;5;5;5;-16;7;1
0;6;9;8;5;10;7;10;8;6;8;5;5;7;6;7;-17;7;1
0;4;7;9;8;8;8;7;8;8;6;5;8;5;5;3;-17;7;1
1;3;6;7;7;6;7;4;4;6;9;2;1;3;5;10;-18;7;1
1;5;7;8;8;10;7;8;7;7;8;7;10;1;4;7;-18;7;1
0;5;8;7;7;8;7;7;8;8;10;7;9;9;8;6;-18;7;1
1;3;6;6;6;6;6;6;9;7;7;6;7;3;6;5;-18;7;1
1;0;9;8;8;8;7;7;6;8;8;8;8;8;8;5;-19;7;1
0;2;1;7;7;7;7;7;7;7;7;7;8;8;10;8;-21;7;1
1;2;7;7;7;7;7;1;7;7;7;7;5;9;5;5;-21;7;1
0;2;6;4;8;9;9;8;7;7;7;5;9;8;4;3;-21;7;1
1;1;9;9;9;9;9;7;9;7;6;5;7;8;1;3;-21;7;1
0;5;8;8;8;8;8;8;8;9;10;4;2;8;1;2;-21;7;1
0;4;8;8;8;8;8;8;7;6;6;7;9;9;2;9;-22;7;1
1;3;7;8;7;8;8;10;9;8;8;7;1;10;8;8;-26;7;1
0;3;10;9;8;8;7;7;8;7;8;8;8;8;7;6;-26;7;1
1;4;10;10;10;5;8;7;8;9;9;9;8;8;7;8;-28;7;1
0;3;7;7;8;10;9;8;7;8;8;7;6;7;6;5;-28;7;1
1;1;8;7;7;7;7;6;8;6;7;6;6;5;8;9;-32;7;1
1;5;10;9;9;9;9;7;8;6;6;7;5;6;6;8;-32;7;1
0;1;6;8;6;7;6;8;7;7;7;7;10;8;5;5;-32;7;1
1;2;8;8;7;7;7;8;7;8;7;6;7;6;8;8;-33;7;1
1;3;4;6;5;4;3;5;7;8;6;6;3;7;9;10;-35;7;1
1;2;6;6;6;7;6;8;5;5;6;5;1;10;8;8;-35;7;1
1;2;8;7;7;8;8;9;9;9;8;5;7;7;8;10;-36;7;1
1;5;9;9;7;8;9;3;10;10;8;9;8;5;8;8;-36;7;1
0;5;4;10;9;5;6;7;8;9;9;8;8;8;6;7;-36;7;1
1;5;7;8;9;9;8;4;10;9;5;6;6;7;6;6;-36;7;1
0;1;7;5;5;6;5;6;7;7;8;9;8;2;1;6;-38;7;1
0;2;8;6;7;3;7;7;6;7;6;7;8;7;1;6;-41;7;1
1;1;7;7;7;7;5;8;6;6;7;5;3;8;10;10;-42;7;1
0;1;8;6;6;7;5;7;7;7;7;5;8;6;7;5;-42;7;1
0;4;4;9;6;7;8;8;7;7;7;6;5;7;8;2;-44;7;1
1;3;8;7;8;10;8;8;8;5;9;8;1;10;10;8;-47;7;1
1;4;10;10;10;10;10;7;9;9;7;9;8;8;6;9;-49;7;1
1;4;8;8;8;6;8;5;9;9;6;9;7;7;9;7;-56;7;1
1;1;9;7;8;8;9;7;8;8;6;7;7;6;8;10;-57;7;1
0;17;8;8;8;9;9;9;8;9;9;5;2;1;10;10;-83;7;1
0;1;6;6;7;7;7;6;8;8;6;7;8;8;6;7;78;6;1
1;1;8;8;8;8;8;6;5;7;7;7;9;8;8;6;76;6;1
1;10;6;8;8;4;5;7;8;8;7;7;5;3;3;5;75;6;1
1;5;7;6;6;6;5;6;7;8;7;8;7;8;7;7;74;6;1
0;5;6;7;8;7;8;7;6;6;6;5;5;8;3;6;74;6;1
1;7;9;6;6;7;6;6;7;7;4;4;9;8;8;6;73;6;1
0;0;9;9;10;10;9;5;7;8;6;6;4;9;3;6;73;6;1
0;1;7;8;8;8;7;7;7;9;7;6;6;4;6;1;73;6;1
1;6;7;8;9;8;8;5;4;5;6;6;6;4;4;7;67;6;1
1;4;7;8;8;10;8;7;7;7;5;6;8;8;8;7;66;6;1
0;7;5;8;8;9;8;7;6;5;6;5;5;8;3;6;65;6;1
1;2;8;10;10;8;10;6;7;10;5;10;9;5;5;5;65;6;1
0;3;5;5;7;5;7;5;6;7;7;6;7;6;4;5;63;6;1
1;3;9;10;8;8;8;6;8;9;6;10;5;9;9;9;62;6;1
1;5;8;8;7;9;6;5;9;9;7;8;7;8;5;9;62;6;1
0;3;8;10;10;8;8;7;7;8;5;9;5;7;1;2;62;6;1
0;3;6;7;8;8;8;8;8;8;7;8;8;3;5;3;61;6;1
1;3;5;8;7;6;8;5;10;9;8;5;1;8;6;5;59;6;1
0;3;5;10;9;8;5;5;8;7;6;8;2;3;1;3;59;6;1
1;1;8;7;8;8;7;2;8;8;8;7;1;6;10;9;56;6;1
1;9;8;8;7;8;6;7;6;6;5;6;4;7;4;5;56;6;1
1;5;7;7;6;7;7;4;8;7;7;6;10;1;10;10;54;6;1
0;5;8;8;8;8;7;6;6;7;5;6;10;5;1;5;54;6;1
1;1;7;7;7;8;7;5;7;8;7;5;7;5;7;2;54;6;1
0;2;9;8;8;5;7;5;8;7;7;4;9;6;5;3;53;6;1
1;0;7;10;8;5;7;6;7;8;6;4;5;6;1;2;53;6;1
0;2;7;3;6;7;6;6;6;6;6;6;8;1;4;10;52;6;1
0;10;8;9;9;10;7;6;8;8;7;7;5;6;5;4;52;6;1
1;5;6;8;9;7;6;5;7;7;7;5;2;7;4;3;52;6;1
0;5;5;7;7;7;5;6;8;9;7;6;4;7;1;1;52;6;1
0;1;8;8;10;9;10;6;8;8;7;7;7;5;8;5;51;6;1
1;1;5;7;6;6;6;6;7;7;8;7;6;8;6;9;49;6;1
1;5;7;7;8;8;7;7;8;8;7;7;5;9;8;9;48;6;1
0;5;7;8;8;7;7;7;7;8;8;7;6;8;7;8;48;6;1
0;2;7;8;9;8;9;8;6;6;7;6;5;6;5;7;48;6;1
1;1;9;5;6;7;7;7;7;7;6;7;8;7;6;6;48;6;1
1;6;10;10;10;7;10;7;7;8;6;7;5;4;5;6;48;6;1
0;1;7;7;7;6;7;9;5;6;7;7;8;9;5;5;48;6;1
1;4;7;9;8;9;8;4;5;6;6;6;3;9;2;9;47;6;1
0;10;7;10;10;2;8;7;5;7;7;7;4;5;1;7;47;6;1
1;4;7;9;10;6;9;6;6;7;5;5;6;6;2;6;47;6;1
0;0;6;7;9;7;10;6;8;8;6;6;7;5;5;5;47;6;1
0;5;7;6;8;8;6;6;7;7;6;6;10;9;1;7;46;6;1
0;1;9;10;10;7;9;7;7;8;9;6;7;2;5;7;44;6;1
1;7;8;9;8;8;8;3;6;7;5;3;5;9;1;1;44;6;1
0;2;4;6;4;5;4;6;6;6;6;6;3;7;3;4;43;6;1
0;1;6;8;8;7;5;7;6;7;6;5;3;4;2;2;43;6;1
0;4;7;6;6;8;6;8;7;7;8;6;9;1;2;2;43;6;1
1;1;6;6;7;8;7;8;9;9;7;6;1;10;8;8;42;6;1
0;1;8;9;9;7;6;6;6;7;8;7;6;5;3;6;42;6;1
0;3;7;9;8;7;8;6;7;7;6;5;3;4;2;2;42;6;1
0;0;8;8;8;7;7;6;10;9;5;5;2;1;3;1;42;6;1
0;1;7;6;9;10;9;5;7;5;6;3;4;9;3;6;41;6;1
1;1;5;7;5;6;3;7;6;9;10;9;7;6;7;5;41;6;1
0;3;8;10;10;8;10;4;3;6;7;6;3;7;7;4;41;6;1
0;8;7;7;8;8;8;7;5;6;7;5;8;5;5;3;39;6;1
1;6;8;9;8;8;6;5;10;8;7;8;8;5;8;8;38;6;1
1;1;7;10;10;8;5;6;7;7;7;6;6;1;6;7;38;6;1
0;7;4;9;9;7;8;7;7;6;7;6;8;6;5;6;37;6;1
0;5;5;7;7;9;9;8;6;6;6;6;5;5;6;4;36;6;1
0;12;8;9;9;6;9;4;5;7;7;6;7;8;1;1;35;6;1
1;5;8;10;10;8;6;5;6;6;6;6;6;6;4;6;34;6;1
1;5;8;10;9;7;8;6;7;8;8;6;7;6;8;8;33;6;1
1;2;6;7;7;6;7;6;8;9;6;8;7;8;7;7;33;6;1
0;6;8;9;9;10;10;7;7;6;6;6;8;6;5;6;33;6;1
1;5;8;8;6;6;5;7;8;8;7;7;8;9;8;8;32;6;1
1;7;5;7;8;5;6;7;7;7;7;7;5;9;5;5;32;6;1
0;0;3;9;9;6;9;8;8;8;6;4;9;6;5;3;32;6;1
1;8;8;10;9;9;7;7;6;6;5;5;1;6;7;2;32;6;1
0;0;8;6;7;8;7;7;8;7;7;8;7;8;3;1;32;6;1
0;3;7;6;8;6;9;5;5;6;5;7;8;7;1;6;31;6;1
1;1;7;8;8;8;7;4;6;7;3;2;5;9;1;1;31;6;1
1;5;8;7;6;8;5;6;7;6;7;7;10;6;7;9;29;6;1
1;4;9;8;8;8;7;8;7;6;6;4;8;8;5;7;29;6;1
1;5;7;10;9;8;6;6;7;8;6;8;8;4;6;6;29;6;1
0;5;8;8;8;8;7;5;7;6;6;4;8;6;7;2;29;6;1
1;0;8;7;7;7;8;6;8;8;5;6;1;10;10;8;28;6;1
1;5;8;7;7;8;4;6;4;7;3;7;8;7;5;8;28;6;1
0;0;9;10;10;10;10;7;8;8;5;6;7;8;4;6;28;6;1
0;4;6;8;8;8;8;6;7;8;6;5;8;9;8;5;28;6;1
1;5;4;2;4;4;5;7;7;7;5;6;8;6;5;5;26;6;1
0;5;7;7;7;5;6;4;2;4;4;5;7;8;1;2;26;6;1
0;3;8;6;7;8;9;8;10;9;8;8;10;8;3;3;25;6;1
0;1;8;8;9;8;10;7;6;7;5;6;8;2;4;1;25;6;1
1;5;8;8;8;8;7;8;8;7;7;8;10;9;6;7;24;6;1
1;0;7;7;8;7;6;6;4;6;6;5;5;9;5;7;24;6;1
0;0;6;4;6;6;5;7;7;8;7;6;4;8;6;5;24;6;1
0;3;9;8;8;9;8;6;8;8;8;7;5;6;5;4;24;6;1
0;10;7;8;7;8;7;10;9;8;8;9;4;8;3;2;24;6;1
0;2;8;5;8;6;8;5;5;7;7;7;4;1;6;4;23;6;1
0;1;8;7;8;6;10;8;7;9;8;9;6;4;6;1;22;6;1
1;3;8;7;9;6;9;5;6;7;7;6;8;5;9;8;21;6;1
0;4;7;7;7;8;9;7;6;6;7;7;5;6;5;4;19;6;1
1;4;9;6;7;5;6;9;9;9;8;9;10;7;4;7;18;6;1
1;1;7;8;7;7;7;7;8;7;7;7;5;6;5;6;18;6;1
1;2;7;8;9;8;7;6;6;6;5;5;6;6;2;6;18;6;1
0;1;7;6;8;7;8;6;8;7;7;8;9;6;5;9;17;6;1
0;5;7;8;9;7;9;6;6;7;8;7;9;1;4;9;17;6;1
0;7;5;5;7;8;7;7;9;9;8;7;6;7;6;5;17;6;1
0;0;10;10;10;8;9;8;7;8;6;8;8;5;3;3;17;6;1
0;3;7;10;7;6;9;8;8;9;9;9;6;6;1;2;17;6;1
1;6;8;8;8;8;8;8;9;8;8;8;5;9;9;9;16;6;1
1;3;6;8;10;7;7;6;9;7;7;7;7;8;7;7;16;6;1
1;6;8;8;8;8;7;5;8;8;7;4;5;6;6;9;15;6;1
0;1;2;8;9;7;6;8;6;8;6;7;5;5;6;4;15;6;1
1;3;7;6;7;7;6;6;10;10;6;10;8;9;8;8;14;6;1
0;2;6;8;8;8;7;6;7;8;8;9;4;1;7;8;14;6;1
0;3;6;10;10;6;10;7;6;7;7;6;2;6;2;2;14;6;1
0;6;5;5;5;5;5;7;7;7;7;5;8;6;7;2;13;6;1
0;11;7;7;7;7;7;6;8;9;8;7;2;1;10;10;9;6;1
1;7;7;8;8;8;9;7;8;8;9;7;9;6;7;7;9;6;1
1;11;6;8;9;8;7;7;7;7;7;7;5;9;5;5;9;6;1
0;2;6;10;9;10;7;6;5;7;7;5;7;6;2;3;9;6;1
1;6;8;8;6;7;6;6;8;7;4;7;7;7;7;9;8;6;1
0;4;9;8;9;8;10;5;7;9;6;8;8;2;4;1;8;6;1
1;7;5;7;8;7;7;8;6;7;7;9;4;8;3;7;6;6;1
0;9;6;8;10;8;10;6;10;8;7;7;8;2;1;6;6;6;1
0;4;9;10;10;10;9;6;6;6;6;5;7;6;2;3;6;6;1
1;2;6;8;9;7;7;9;9;10;8;7;1;9;7;10;5;6;1
0;9;6;7;7;7;7;5;6;8;7;7;4;1;7;8;5;6;1
1;1;7;9;9;7;9;8;7;8;8;7;6;7;5;6;5;6;1
0;3;8;7;8;8;8;8;7;6;7;7;7;8;4;6;4;6;1
1;2;8;9;9;7;9;4;7;6;6;5;5;9;8;4;4;6;1
1;2;6;7;7;7;7;7;8;7;8;8;4;5;6;3;4;6;1
1;5;5;6;8;4;8;9;8;9;9;5;7;4;7;10;3;6;1
0;2;5;7;9;6;8;7;8;7;6;6;7;7;5;6;3;6;1
0;5;9;8;9;9;5;5;6;8;4;8;4;9;3;6;3;6;1
0;1;4;8;8;7;8;6;7;8;7;6;7;5;5;5;3;6;1
0;4;7;7;7;9;7;7;10;9;6;6;2;1;3;1;3;6;1
0;7;10;10;10;10;10;7;6;5;5;5;4;8;1;1;2;6;1
1;1;6;5;9;4;6;9;6;10;7;9;9;8;1;5;1;6;1
1;2;7;8;8;7;9;5;8;7;9;8;6;8;8;7;0;6;1
0;2;5;8;7;9;8;7;8;8;7;9;10;7;1;7;0;6;1
1;1;8;8;10;10;8;8;7;8;6;5;4;5;6;3;0;6;1
1;3;10;8;7;6;7;5;8;8;6;8;10;7;6;8;-1;6;1
1;3;7;8;7;7;7;7;8;8;9;9;9;2;5;5;-1;6;1
0;4;7;8;8;7;8;8;8;7;6;7;5;7;5;2;-1;6;1
1;1;7;7;7;5;6;6;7;7;4;6;2;6;8;8;-2;6;1
0;8;8;8;8;8;8;7;6;5;6;6;5;7;6;7;-2;6;1
0;1;6;7;7;4;6;7;7;7;5;6;3;6;7;6;-2;6;1
1;4;8;8;8;8;9;6;7;8;6;7;5;5;7;6;-2;6;1
1;1;10;10;10;8;9;7;8;8;7;8;10;3;10;9;-3;6;1
0;0;4;4;5;4;2;4;5;8;6;7;6;8;8;9;-3;6;1
0;4;6;8;8;8;8;7;8;8;8;8;8;8;10;8;-3;6;1
1;1;6;6;5;4;3;6;8;8;6;8;6;4;6;4;-3;6;1
1;5;7;5;5;7;6;5;10;8;5;8;10;7;8;10;-5;6;1
0;2;6;9;10;9;8;6;7;7;7;7;8;8;10;8;-5;6;1
1;7;6;9;9;9;6;6;5;6;7;6;10;6;6;7;-5;6;1
0;6;2;6;6;6;4;5;7;6;7;6;3;3;7;4;-5;6;1
0;7;6;5;6;7;6;6;9;9;9;6;8;5;3;3;-5;6;1
0;5;5;10;8;5;8;7;5;5;7;6;5;9;2;2;-5;6;1
1;7;7;7;6;8;6;7;7;7;7;6;5;9;8;9;-6;6;1
0;4;8;8;9;9;9;6;6;6;6;5;5;8;3;6;-6;6;1
1;0;9;9;9;9;9;6;7;6;7;5;6;6;2;6;-6;6;1
1;3;7;7;7;7;7;8;8;7;5;5;7;5;7;2;-6;6;1
0;1;8;7;7;6;7;7;7;8;6;9;6;4;6;1;-6;6;1
0;2;8;7;8;7;9;6;8;8;8;6;8;9;5;5;-8;6;1
1;0;7;9;9;8;8;6;10;9;8;7;7;6;7;10;-9;6;1
0;1;7;7;7;6;6;6;4;7;5;6;7;8;4;6;-9;6;1
0;8;8;10;9;10;9;7;10;9;7;7;8;6;5;4;-9;6;1
0;0;7;9;7;7;6;5;7;7;4;7;3;3;6;2;-14;6;1
1;4;6;8;9;8;8;5;7;5;4;5;6;5;5;4;-15;6;1
0;8;6;9;10;9;9;7;7;7;7;7;9;8;4;3;-15;6;1
1;5;7;7;7;5;5;8;8;8;6;8;10;3;10;9;-16;6;1
1;2;6;9;7;6;6;7;9;9;6;5;2;9;9;9;-17;6;1
1;3;6;6;7;5;6;8;6;8;5;8;8;3;7;8;-17;6;1
1;3;10;8;8;8;8;7;4;5;8;5;7;4;9;6;-17;6;1
0;3;8;6;8;5;8;6;6;7;5;6;8;9;8;5;-17;6;1
0;3;6;9;7;7;6;6;6;6;6;6;6;5;7;10;-18;6;1
0;3;8;8;9;9;9;6;7;7;5;7;4;8;6;5;-18;6;1
0;3;4;4;6;9;2;6;7;7;6;7;6;6;6;5;-18;6;1
1;3;6;7;6;6;8;6;8;8;7;7;2;6;8;8;-21;6;1
0;3;6;8;8;7;7;6;7;6;6;8;8;7;1;6;-21;6;1
0;4;6;7;7;6;6;7;6;10;7;9;7;8;10;9;-27;6;1
0;3;9;5;6;6;5;4;9;9;7;8;5;7;6;7;-27;6;1
1;3;4;9;9;7;8;9;5;6;6;5;6;1;6;7;-27;6;1
0;1;6;7;8;9;8;6;7;7;7;6;3;9;8;2;-27;6;1
1;6;9;7;9;9;9;6;6;8;8;8;4;8;8;10;-34;6;1
0;2;8;5;5;6;5;6;6;6;7;6;10;9;1;7;-35;6;1
0;3;5;7;8;6;6;4;6;5;4;3;6;5;6;2;-35;6;1
1;5;9;7;7;8;4;8;6;7;7;7;7;8;7;7;-36;6;1
1;1;6;7;7;8;9;7;5;5;6;5;9;9;10;10;-38;6;1
1;2;7;6;7;6;7;8;6;7;3;7;7;7;7;9;-41;6;1
1;4;8;7;7;7;6;4;9;6;7;8;6;6;7;10;-44;6;1
1;7;6;6;8;7;7;6;9;8;8;8;5;5;6;8;-47;6;1
1;7;10;10;10;7;7;7;7;7;6;7;3;4;6;5;-51;6;1
0;4;5;9;9;6;9;8;8;8;6;8;9;0;7;2;-56;6;1
0;3;7;8;7;7;7;5;7;7;8;5;6;4;9;3;-57;6;1
0;1;8;8;8;8;8;7;6;7;6;4;8;5;5;3;-63;6;1
1;1;6;8;8;6;7;6;6;7;7;7;7;7;6;8;78;5;1
1;1;9;8;8;6;5;7;7;9;5;9;8;7;6;6;67;5;1
0;1;4;6;6;6;6;5;5;5;5;5;6;3;1;1;64;5;1
1;9;8;10;8;8;8;5;5;6;10;7;6;7;4;7;63;5;1
1;2;7;7;7;7;7;5;5;7;7;7;3;3;4;9;62;5;1
0;5;9;10;10;10;10;7;7;8;7;6;9;9;2;9;61;5;1
